ImageNumber,ObjectNumber,Class,Cells_Number_Object_Number,Cells_Children_Cytoplasm_Count,Cells_Location_Center_X,Cells_Location_Center_Y,Cells_Location_Center_Z,Cells_Parent_Nuclei,Cytoplasm_Number_Object_Number,Cytoplasm_Correlation_Correlation_rawGFP_rawDNA,Cytoplasm_Correlation_Costes_rawDNA_rawGFP,Cytoplasm_Correlation_Costes_rawGFP_rawDNA,Cytoplasm_Correlation_K_rawDNA_rawGFP,Cytoplasm_Correlation_K_rawGFP_rawDNA,Cytoplasm_Correlation_Manders_rawDNA_rawGFP,Cytoplasm_Correlation_Manders_rawGFP_rawDNA,Cytoplasm_Correlation_Overlap_rawGFP_rawDNA,Cytoplasm_Correlation_RWC_rawDNA_rawGFP,Cytoplasm_Correlation_RWC_rawGFP_rawDNA,Cytoplasm_Intensity_IntegratedIntensityEdge_rawGFP,Cytoplasm_Intensity_IntegratedIntensity_rawGFP,Cytoplasm_Intensity_LowerQuartileIntensity_rawGFP,Cytoplasm_Intensity_MADIntensity_rawGFP,Cytoplasm_Intensity_MassDisplacement_rawGFP,Cytoplasm_Intensity_MaxIntensityEdge_rawGFP,Cytoplasm_Intensity_MaxIntensity_rawGFP,Cytoplasm_Intensity_MeanIntensityEdge_rawGFP,Cytoplasm_Intensity_MeanIntensity_rawGFP,Cytoplasm_Intensity_MedianIntensity_rawGFP,Cytoplasm_Intensity_MinIntensityEdge_rawGFP,Cytoplasm_Intensity_MinIntensity_rawGFP,Cytoplasm_Intensity_StdIntensityEdge_rawGFP,Cytoplasm_Intensity_StdIntensity_rawGFP,Cytoplasm_Intensity_UpperQuartileIntensity_rawGFP,Cytoplasm_Location_CenterMassIntensity_X_rawGFP,Cytoplasm_Location_CenterMassIntensity_Y_rawGFP,Cytoplasm_Location_CenterMassIntensity_Z_rawGFP,Cytoplasm_Location_Center_X,Cytoplasm_Location_Center_Y,Cytoplasm_Location_MaxIntensity_X_rawGFP,Cytoplasm_Location_MaxIntensity_Y_rawGFP,Cytoplasm_Location_MaxIntensity_Z_rawGFP,Cytoplasm_Math_IntensityRatio,Cytoplasm_Parent_Cells,Cytoplasm_Parent_Nuclei,Nuclei_Number_Object_Number,Nuclei_Children_Cells_Count,Nuclei_Children_Cytoplasm_Count,Nuclei_Correlation_Correlation_rawGFP_rawDNA,Nuclei_Correlation_Costes_rawDNA_rawGFP,Nuclei_Correlation_Costes_rawGFP_rawDNA,Nuclei_Correlation_K_rawDNA_rawGFP,Nuclei_Correlation_K_rawGFP_rawDNA,Nuclei_Correlation_Manders_rawDNA_rawGFP,Nuclei_Correlation_Manders_rawGFP_rawDNA,Nuclei_Correlation_Overlap_rawGFP_rawDNA,Nuclei_Correlation_RWC_rawDNA_rawGFP,Nuclei_Correlation_RWC_rawGFP_rawDNA,Nuclei_Intensity_IntegratedIntensityEdge_rawGFP,Nuclei_Intensity_IntegratedIntensity_rawGFP,Nuclei_Intensity_LowerQuartileIntensity_rawGFP,Nuclei_Intensity_MADIntensity_rawGFP,Nuclei_Intensity_MassDisplacement_rawGFP,Nuclei_Intensity_MaxIntensityEdge_rawGFP,Nuclei_Intensity_MaxIntensity_rawGFP,Nuclei_Intensity_MeanIntensityEdge_rawGFP,Nuclei_Intensity_MeanIntensity_rawGFP,Nuclei_Intensity_MedianIntensity_rawGFP,Nuclei_Intensity_MinIntensityEdge_rawGFP,Nuclei_Intensity_MinIntensity_rawGFP,Nuclei_Intensity_StdIntensityEdge_rawGFP,Nuclei_Intensity_StdIntensity_rawGFP,Nuclei_Intensity_UpperQuartileIntensity_rawGFP,Nuclei_Location_CenterMassIntensity_X_rawGFP,Nuclei_Location_CenterMassIntensity_Y_rawGFP,Nuclei_Location_CenterMassIntensity_Z_rawGFP,Nuclei_Location_Center_X,Nuclei_Location_Center_Y,Nuclei_Location_Center_Z,Nuclei_Location_MaxIntensity_X_rawGFP,Nuclei_Location_MaxIntensity_Y_rawGFP,Nuclei_Location_MaxIntensity_Z_rawGFP,Nuclei_Math_IntensityRatio
9,161,positive,161.0,1.0,298.510098395,544.738995339,0.0,161.0,161.0,0.905391200437,0.999598454036,0.962304976012,0.598001563254,1.51449271096,0.997911902151,0.55108836855,0.951666437723,0.850370502034,0.486735040223,12.3098042263,68.8705902202,0.0117647061124,0.0156862745062,5.43224371608,0.239215686917,0.239215686917,0.0539903694135,0.0390644300739,0.0235294122249,0.00784313771874,0.00392156885937,0.0693789906366,0.0398283183118,0.0509803928435,293.720589939,544.410830208,0.0,299.10720363,545.113442995,294.0,534.0,0.0,5.01565710614,161.0,161.0,161.0,1.0,1.0,0.632494190585,1.0,1.0,0.481877042788,2.009249125,1.0,1.0,0.983977147387,0.825165365927,0.837820759853,8.32941194624,47.8078438565,0.180392161012,0.0156862735748,0.265538930215,0.23137255013,0.258823543787,0.160180998966,0.195933786297,0.203921571374,0.0862745121121,0.0862745121121,0.043826824935,0.0357313071347,0.219607844949,292.126486758,540.56131573,0.0,292.331967213,540.729508197,0.0,299.0,534.0,0.0,5.01565710614
8,138,positive,138.0,1.0,408.250965251,537.627413127,0.0,138.0,138.0,0.855709000791,1.0,0.892449516548,2.03397652588,0.395111484056,0.72842795732,0.984269948179,0.896463877507,0.57665737154,0.720734749781,18.3764712112,53.6000016723,0.0117647061124,0.00784313771874,5.73168595218,0.596078455448,0.596078455448,0.104411768245,0.0576964495934,0.0196078438312,0.0117647061124,0.00784313771874,0.166390479587,0.101199107696,0.0588235296309,403.304799533,538.405326313,0.0,408.935414424,537.333692142,400.0,546.0,0.0,8.20947060348,138.0,138.0,138.0,1.0,1.0,0.594672202964,1.0,1.0,1.91183722599,0.496692988152,0.997317436721,1.0,0.974472239027,0.715660902435,0.69499090871,14.6117651537,76.2588264048,0.439215689898,0.0392156839371,0.500621718231,0.568627476692,0.600000023842,0.356384515944,0.473657306862,0.529411792755,0.0823529437184,0.0823529437184,0.163499483208,0.134645556951,0.564705908298,401.907333117,540.4310398,0.0,402.329192547,540.161490683,0.0,400.0,534.0,0.0,8.20947060348
17,37,positive,37.0,1.0,268.870333988,153.748526523,0.0,37.0,37.0,0.898646283997,1.0,0.998000199968,2.08834271719,0.433216182047,0.76470588368,0.990319061727,0.9511592184,0.637053891654,0.793654364528,15.1411769474,39.2196090035,0.0352941192687,0.0117647051811,3.05890861789,0.372549027205,0.372549027205,0.126176474562,0.0922814329494,0.0431372560561,0.0117647061124,0.0117647061124,0.116208708369,0.0956067959554,0.107843138278,266.416358365,154.418158186,0.0,269.247058824,153.258823529,262.0,156.0,0.0,3.47902708976,37.0,37.0,37.0,1.0,1.0,0.666543448782,1.0,1.0,2.06666048296,0.475135099807,1.0,1.0,0.990930338036,0.782864925669,0.776515725545,9.88235324621,43.6627462953,0.301960796118,0.0235294103622,0.382488052201,0.364705890417,0.372549027205,0.267090628276,0.321049605113,0.341176480055,0.133333340287,0.133333340287,0.0756902238317,0.0586074639713,0.364705890417,266.563948272,156.113256695,0.0,266.941176471,156.176470588,0.0,262.0,152.0,0.0,3.47902708976
25,57,positive,57.0,1.0,259.173699706,128.263002944,0.0,57.0,57.0,0.882849052517,1.0,0.995282455376,1.55500971238,0.546176588243,0.911186059399,0.979502195984,0.921580110132,0.763306957456,0.776148426795,21.596078733,65.6705895402,0.0196078438312,0.0117647070438,5.79112887216,0.490196079016,0.490196079016,0.131683406908,0.0737871792586,0.0313725508749,0.0156862754375,0.0117647061124,0.171693668652,0.11323959629,0.0549019612372,257.444762955,123.678191838,0.0,259.368539326,129.140449438,259.0,117.0,0.0,6.00210602852,57.0,57.0,57.0,1.0,1.0,0.514827755176,1.0,1.0,1.22016658756,0.776321104406,1.0,1.0,0.973263105648,0.861997001947,0.840717837939,16.3764707595,87.2470592707,0.466666668653,0.00392156839371,0.334370675641,0.482352942228,0.494117647409,0.356010233902,0.442878473456,0.470588237047,0.117647059262,0.117647059262,0.135430359355,0.0863451212609,0.474509805441,257.522878469,122.054476809,0.0,257.837563452,122.16751269,0.0,260.0,126.0,0.0,6.00210602852
23,105,positive,105.0,1.0,31.5350578625,241.860449285,0.0,105.0,105.0,0.820231151765,1.0,0.833615784249,2.02206220808,0.381406557322,0.799619874876,0.936793936938,0.878195755783,0.583719724311,0.590101089754,20.0666671935,64.7921586866,0.0196078438312,0.0117647051811,5.35927601976,0.615686297417,0.615686297417,0.0872463791024,0.0486427617767,0.0274509806186,0.0117647061124,0.00784313771874,0.144254799886,0.0768914003307,0.0431372560561,29.0041157315,238.150223972,0.0,32.0277777778,242.575075075,24.0,232.0,0.0,9.46219517804,105.0,105.0,105.0,1.0,1.0,0.677190278549,1.0,1.0,1.51545819044,0.605013907191,0.998207267481,0.99282469326,0.957535002483,0.765312628838,0.727016464932,12.9529414549,92.513728492,0.361764714122,0.0999999940395,0.758339534377,0.596078455448,0.615686297417,0.269852946978,0.46026730593,0.511764734983,0.0666666701436,0.0666666701436,0.154183944003,0.163447489865,0.600000023842,25.9880886688,234.767623249,0.0,26.7412935323,234.855721393,0.0,23.0,239.0,0.0,9.46219517804
19,144,positive,144.0,1.0,580.605809129,557.365145228,0.0,144.0,144.0,0.687702540364,1.0,1.0,2.81384840456,0.303756563328,0.828549657625,0.99638877417,0.924513342843,0.512638694114,0.541584208547,27.6117654555,41.1529423185,0.108823530376,0.182352952659,1.65686846615,0.850980401039,0.850980401039,0.324844299476,0.334576766817,0.276470601559,0.0549019612372,0.0549019612372,0.247001956096,0.23640120482,0.54509806633,578.900228714,556.785496484,0.0,580.422764228,557.43902439,576.0,553.0,0.0,1.99586790678,144.0,144.0,144.0,1.0,1.0,0.575078841829,1.0,1.0,2.76125089561,0.345090587977,0.993134580927,1.0,0.976156593543,0.507049689093,0.481961812702,18.5372554287,116.192159437,0.588235318661,0.10588234663,0.47956462965,0.850980401039,0.874509811401,0.463431385718,0.667771031245,0.72549021244,0.117647059262,0.117647059262,0.212254137056,0.181251249277,0.811764717102,580.403186071,556.982247139,0.0,580.810344828,557.235632184,0.0,582.0,554.0,0.0,1.99586790678
8,67,positive,67.0,1.0,261.298412698,176.998412698,0.0,67.0,67.0,0.751233254148,1.0,0.946451841796,1.10443581487,0.627011023709,0.82368351929,0.881826319646,0.832161901858,0.69843412942,0.71578991057,12.8549022926,33.1019617105,0.0196078438312,0.0235294122249,3.97695939876,0.501960813999,0.501960813999,0.0959321066612,0.0637802730453,0.0431372560561,0.0117647061124,0.00784313771874,0.133828772702,0.0880986933152,0.0627451017499,259.68356829,179.380879032,0.0,261.928709056,176.098265896,255.0,177.0,0.0,6.2568047773,67.0,67.0,67.0,1.0,1.0,0.785660840011,1.0,1.0,0.877475146955,1.07083110244,0.990075383806,0.98476856529,0.969343942558,0.92131821229,0.903500145216,8.33725507185,66.6431397535,0.278431385756,0.0235294401646,0.683705954287,0.501960813999,0.525490224361,0.203347684679,0.399060717087,0.498039215803,0.0588235296309,0.0588235296309,0.161893416288,0.163967450569,0.509803950787,257.599976476,181.276921265,0.0,258.281437126,181.221556886,0.0,260.0,177.0,0.0,6.2568047773
17,159,positive,159.0,1.0,102.471186441,615.745762712,0.0,159.0,159.0,0.849616091149,1.0,0.972600408217,2.19141705503,0.393105480114,0.904711149061,0.95191696634,0.928147646416,0.766094649748,0.756643483878,13.6549022468,46.0862755319,0.0401960797608,0.0313725508749,0.917506460658,0.517647087574,0.517647087574,0.100403692991,0.0966169298363,0.0784313753247,0.0117647061124,0.0117647061124,0.13198850454,0.0979871225578,0.105882354081,101.17920354,615.196732482,0.0,101.867924528,615.80293501,100.0,620.0,0.0,3.68373706723,159.0,159.0,159.0,1.0,1.0,0.787753154379,1.0,1.0,1.6228277353,0.569194805882,1.0,0.998630851465,0.961095790114,0.785668876162,0.756523722803,9.43137271702,60.1490208134,0.130392163992,0.04509806633,1.50160611023,0.517647087574,0.521568655968,0.235784317926,0.35591136576,0.464705884457,0.0823529437184,0.0823529437184,0.156880363596,0.171627624249,0.498039215803,103.535206648,615.630199509,0.0,105.023668639,615.431952663,0.0,99.0,615.0,0.0,3.68373706723
23,11,positive,11.0,1.0,502.079787234,33.795212766,0.0,11.0,11.0,0.923385789112,1.0,0.979404077227,1.12409729528,0.825791756019,0.834018691767,0.992967376294,0.96346784036,0.764700455286,0.896541792329,16.8392160963,37.5098048709,0.0274509806186,0.0117647051811,3.60805067349,0.443137258291,0.443137258291,0.114552490451,0.0646720773637,0.0431372560561,0.0117647061124,0.0117647061124,0.119725742157,0.0760397647129,0.0509803928435,499.657814976,33.2007318377,0.0,502.982758621,34.6017241379,490.0,27.0,0.0,5.24040381663,11.0,11.0,11.0,1.0,1.0,0.851534145171,1.0,1.0,1.04896680726,0.934788734386,0.991589400539,1.0,0.990233484676,0.928643499301,0.929616210646,11.8117649704,82.0156878531,0.278431385756,0.0588235259056,0.856427456595,0.423529416323,0.454901963472,0.222863490008,0.338907801046,0.364705890417,0.0627451017499,0.0627451017499,0.0808460569647,0.0922452599902,0.411764711142,498.340011505,30.9107774816,0.0,499.173553719,31.1074380165,0.0,498.0,33.0,0.0,5.24040381663
21,181,positive,181.0,1.0,566.12403698,606.516178737,0.0,181.0,181.0,0.874258046937,1.0,0.991476304036,1.43727810955,0.597763490241,0.809183673093,0.962474485644,0.926904730386,0.675513234601,0.77860428546,24.1960790753,69.0117664272,0.0392156876624,0.00784313678741,5.45473100519,0.549019634724,0.549019634724,0.116889270895,0.0635467462497,0.0470588244498,0.0117647061124,0.0117647061124,0.132759935062,0.0746553034672,0.0549019612372,562.720991046,606.671951375,0.0,568.069060773,605.598526703,557.0,602.0,0.0,6.17398062174,181.0,181.0,181.0,1.0,1.0,0.753848063625,1.0,1.0,1.26381285286,0.762021393558,0.978084524707,0.998150650845,0.981352348206,0.847490459338,0.851477506694,13.8470591679,111.423531897,0.345098048449,0.0627450942993,0.794873047114,0.549019634724,0.603921592236,0.251764712144,0.39233637992,0.415686279535,0.0627451017499,0.0627451017499,0.152736096229,0.12193120582,0.478431373835,555.632844126,610.613416381,0.0,556.144366197,611.221830986,0.0,553.0,605.0,0.0,6.17398062174
6,87,positive,87.0,1.0,45.2360688956,295.903748734,0.0,87.0,87.0,0.76440503079,1.0,0.929277756443,3.7656213601,0.209212915452,0.385663243313,0.9596393896,0.887590346519,0.259655241822,0.55570277751,15.0117650609,62.6588253276,0.0235294122249,0.0196078438312,3.10630051256,0.819607853889,0.819607853889,0.0987616122431,0.0705617402338,0.0392156876624,0.0156862754375,0.0117647061124,0.196916387078,0.112559734611,0.0705882385373,42.5337964675,295.116785575,0.0,45.4560810811,296.170045045,38.0,290.0,0.0,8.67881327497,87.0,87.0,87.0,1.0,1.0,0.807179246549,1.0,1.0,3.34242416329,0.284122290371,0.969369116029,1.0,0.97450357037,0.453738373224,0.432295849147,11.6196081191,91.858825177,0.403921574354,0.13725489378,0.883188518138,0.784313738346,0.921568632126,0.314043462679,0.612392167846,0.733333349228,0.0862745121121,0.0862745121121,0.238414884439,0.264087522048,0.817647069693,42.3662056084,293.50268954,0.0,43.2466666667,293.433333333,0.0,40.0,296.0,0.0,8.67881327497
25,70,positive,70.0,1.0,531.543992431,144.789025544,0.0,70.0,70.0,0.872708988426,1.0,0.99356455377,1.93634658216,0.433269535761,0.67132979658,0.984472049776,0.915947588416,0.47438680553,0.628334527447,24.6784321386,68.8588255793,0.0274509806186,0.0117647070438,7.11574480219,0.733333349228,0.733333349228,0.134121913797,0.0731762227198,0.0352941192687,0.0156862754375,0.0156862754375,0.206521071298,0.122013477514,0.0578431375325,527.130132693,148.738196931,0.0,532.354941552,143.907545165,529.0,146.0,0.0,8.22069586985,70.0,70.0,70.0,1.0,1.0,0.658328973886,1.0,1.0,1.82007244997,0.52821610067,0.997138869481,1.0,0.980505773803,0.648723190572,0.627355393057,17.8980397657,102.866669692,0.587254926562,0.0509803891182,0.374202834025,0.701960802078,0.737254917622,0.416233482922,0.601559471884,0.654901981354,0.109803922474,0.109803922474,0.212259956809,0.16165063536,0.705882370472,524.509321026,151.894780987,0.0,524.85380117,152.040935673,0.0,529.0,152.0,0.0,8.22069586985
14,1,negative,1.0,1.0,212.329078456,15.9140722291,0.0,1.0,1.0,0.750100773685,0.951487812398,0.964878518102,3.94181691005,0.203559670942,0.864122418312,0.438766954431,0.895765009991,0.390371755656,0.193138460257,31.7725503165,293.70196954,0.0235294122249,0.0235294122249,11.3783036707,0.61960786581,0.61960786581,0.127600603681,0.0954817846358,0.0392156876624,0.0117647061124,0.00784313771874,0.220351854361,0.126122741293,0.105882354081,222.598886414,13.1953293996,0.0,211.631339402,16.2249674902,235.0,6.0,0.0,6.03334444187,1.0,1.0,1.0,1.0,1.0,0.358735173104,1.0,1.0,2.46314335756,0.390120367072,1.0,1.0,0.980266489686,0.59785030886,0.587927694105,29.5137267262,114.062749937,0.57647061348,0.00392156839371,0.0491226670323,0.61960786581,0.61960786581,0.556862768418,0.576074494632,0.57647061348,0.247058823705,0.247058823705,0.0643072333125,0.036607653792,0.586274534464,228.088083608,8.90108643494,0.0,228.075757576,8.85353535354,0.0,235.0,11.0,0.0,6.03334444187
14,25,negative,25.0,1.0,392.984279047,118.026283468,0.0,25.0,25.0,0.459317662171,0.9965268844,0.951077960458,2.14951137167,0.281189338615,1.0,0.269015528557,0.77744432659,0.871411898827,0.215258131843,26.2862753272,379.113736162,0.0352941192687,0.039215689525,6.07670400492,0.274509817362,0.380392163992,0.0658803892912,0.0983688988485,0.0666666701436,0.0117647061124,0.00784313771874,0.0642108414134,0.0749618991184,0.152941182256,393.155977788,111.969267827,0.0,392.455371043,118.005448884,377.0,85.0,0.0,1.85262531353,25.0,25.0,25.0,1.0,1.0,0.321506957787,1.0,1.0,0.873429990351,1.01969103509,1.0,0.964425444976,0.943731281106,0.951448964484,0.907470820972,9.54117678106,54.125491485,0.164705887437,0.0156862735748,0.187805647478,0.254901975393,0.262745112181,0.170378156805,0.182240712071,0.184313729405,0.129411771894,0.129411771894,0.035603372861,0.0257868343218,0.199019610882,402.530213013,118.569700048,0.0,402.407407407,118.427609428,0.0,408.0,129.0,0.0,1.85262531353
3,45,negative,45.0,1.0,332.247905028,172.976256983,0.0,45.0,45.0,0.286989301735,1.0,0.504643565929,0.308658577835,1.5488231575,1.0,0.129151563871,0.691417061629,0.795173272841,0.117017392736,13.2509808429,61.2274529813,0.0235294122249,0.0156862754375,1.41036502971,0.180392161012,0.180392161012,0.0613471335318,0.0458632606601,0.0352941192687,0.0196078438312,0.0117647061124,0.0423019011233,0.0288827952029,0.0627451017499,332.711202201,173.339460705,0.0,331.453183521,172.701872659,350.0,172.0,0.0,1.29432109212,45.0,45.0,45.0,1.0,1.0,-0.545716176392,1.0,1.0,0.131866009554,4.13230015129,1.0,1.0,0.738180148223,0.615337297134,0.732012573939,3.29411774129,9.08235320076,0.0392156876624,0.0117647051811,1.38612709818,0.180392161012,0.180392161012,0.0823529435322,0.0593617856259,0.0509803928435,0.0392156876624,0.0313725508749,0.0369752159444,0.0301039789654,0.0666666701436,344.30224525,175.900690848,0.0,343.267973856,176.823529412,0.0,349.0,172.0,0.0,1.29432109212
25,237,negative,237.0,1.0,531.690661479,573.075875486,0.0,237.0,237.0,0.70299900084,1.0,0.980049145783,1.01956422322,0.793715566653,1.0,0.748742501301,0.89957989927,0.883282713972,0.662965939642,15.4470592961,67.0274529997,0.0862745121121,0.074509806931,1.51812397751,0.384313732386,0.384313732386,0.117023176485,0.170553315521,0.184313729405,0.0156862754375,0.0156862754375,0.106496570976,0.0929395058757,0.247058823705,529.331909655,573.085712605,0.0,530.849872774,573.063613232,526.0,575.0,0.0,1.74773549867,237.0,237.0,237.0,1.0,1.0,0.642994589737,1.0,1.0,0.569602724208,1.63018655852,1.0,0.993817397577,0.963617509544,0.78928447702,0.811225691917,10.9137258381,54.5490213633,0.274509817362,0.0235294103622,0.243350033849,0.360784322023,0.384313732386,0.253807577629,0.298082083952,0.309803932905,0.152941182256,0.152941182256,0.0431275203527,0.0427468181656,0.329411774874,534.110208479,573.120920193,0.0,534.349726776,573.163934426,0.0,526.0,575.0,0.0,1.74773549867
14,134,negative,134.0,1.0,20.3269493844,600.132694938,0.0,134.0,134.0,0.581062465348,0.997468354369,0.965052623686,5.75711189434,0.114870056234,0.995533055354,0.554573959726,0.81321569528,0.659530151086,0.346752661286,20.694118279,212.756868689,0.0705882385373,0.0882352888584,3.43008037384,0.35686275363,0.46274510026,0.108346169,0.163533334888,0.150980398059,0.0117647061124,0.0117647061124,0.108053053982,0.104630377053,0.247058823705,18.3032090486,597.570954623,0.0,19.7332820907,600.688700999,7.0,590.0,0.0,1.76509105731,134.0,134.0,134.0,1.0,1.0,0.23060916784,1.0,1.0,2.41843648362,0.383388307371,1.0,1.0,0.962912389546,0.791126921588,0.777473222012,14.9019612521,66.6784334332,0.250980407,0.0352941304445,0.708375115356,0.35686275363,0.423529416323,0.281169080228,0.288651226983,0.278431385756,0.211764708161,0.188235297799,0.0429017569527,0.0497779577448,0.329411774874,24.3588190361,595.402576023,0.0,25.025974026,595.640692641,0.0,21.0,592.0,0.0,1.76509105731
10,23,negative,23.0,1.0,67.573932092,87.4709748083,0.0,23.0,23.0,0.310791161871,1.0,0.758736124905,3.55851263396,0.158293614056,1.0,0.513702931929,0.750526365622,0.739313967764,0.335895925405,35.7725499477,200.317652082,0.172549024224,0.066666662693,0.87187038063,0.490196079016,0.490196079016,0.212931844927,0.243695440489,0.235294118524,0.0235294122249,0.0235294122249,0.107818146197,0.0928498613029,0.309803932905,67.8593410496,88.1859986831,0.0,67.4525547445,87.4148418491,69.0,98.0,0.0,1.08008824023,23.0,23.0,23.0,1.0,1.0,-0.0751387498785,1.0,1.0,1.68510561359,0.560845818252,1.0,1.0,0.972154533341,0.82853103093,0.813702253733,12.3333337009,39.7450994998,0.246078431606,0.0156862735748,0.108178039775,0.43137255311,0.43137255311,0.268115950019,0.263212579469,0.258823543787,0.188235297799,0.188235297799,0.0517313626846,0.0358990358383,0.274509817362,68.4610754722,88.1922052184,0.0,68.5165562914,88.0993377483,0.0,69.0,91.0,0.0,1.08008824023
12,25,negative,25.0,1.0,520.088797814,80.706284153,0.0,25.0,25.0,0.0805560419581,1.0,0.654994090945,1.08884686159,0.396346393723,1.0,0.455810398787,0.656932665428,0.943782018429,0.417735437453,6.14509820752,53.0823545102,0.0470588244498,0.0313725471497,1.62344061493,0.101960785687,0.188235297799,0.0435822567909,0.0782925582746,0.074509806931,0.0196078438312,0.0196078438312,0.0212551898636,0.038564538859,0.105882354081,520.307476351,82.0802304837,0.0,519.92920354,80.5014749263,522.0,74.0,0.0,0.714529954018,25.0,25.0,25.0,1.0,1.0,0.0472956441412,1.0,1.0,0.47954751473,2.03785097338,1.0,1.0,0.988557721973,0.931151262229,0.933489111489,1.89411769435,5.48235305026,0.0509803928435,0.00392156839371,0.108139045575,0.0784313753247,0.0784313753247,0.0573975058893,0.0559423780639,0.0549019612372,0.0470588244498,0.0470588244498,0.00734091380465,0.00580990604714,0.0588235296309,521.974248915,83.2117310309,0.0,522.081632653,83.2244897959,0.0,519.0,82.0,0.0,0.714529954018
26,181,negative,181.0,1.0,500.116469518,466.277525023,0.0,181.0,181.0,0.00800670338951,0.500500501121,0.185636072082,1.02557687248,0.50700945421,1.0,0.747880803035,0.721094425417,0.922456096833,0.690473442504,10.2784316186,75.4078448489,0.0470588244498,0.0235294103622,3.19754121926,0.117647059262,0.145098045468,0.0630578626907,0.0769467804581,0.0862745121121,0.0235294122249,0.0235294122249,0.0270614966967,0.0309075562574,0.101960785687,497.782412005,469.108013887,0.0,499.739795918,466.579591837,504.0,472.0,0.0,0.791554425362,181.0,181.0,181.0,1.0,1.0,-0.455400035013,0.119488893255,0.710732980019,0.298216112217,3.03778415384,1.0,1.0,0.951796291289,0.912053038161,0.92315230431,2.98823538423,10.6588238031,0.0549019612372,0.003921572119,0.351153538578,0.117647059262,0.117647059262,0.0711484615292,0.060907564589,0.0588235296309,0.0509803928435,0.0431372560561,0.0169122117531,0.0115101395379,0.0627451017499,503.130610715,464.087564382,0.0,503.257142857,463.76,0.0,507.0,471.0,0.0,0.791554425362
20,11,negative,11.0,1.0,179.705882353,42.3981389166,0.0,11.0,11.0,0.409375486191,1.0,0.600465070174,0.724118157495,0.738549003654,1.0,0.141535863414,0.731297985602,0.921783607122,0.131537362942,13.1411768291,119.73725852,0.0235294122249,0.0156862735748,3.51257177643,0.168627455831,0.168627455831,0.05034933651,0.0420130731649,0.0352941192687,0.0117647061124,0.0117647061124,0.037560472671,0.0244655864597,0.0549019612372,180.791438753,39.6376379865,0.0,179.536140351,42.918245614,187.0,7.0,0.0,1.44174430731,11.0,11.0,11.0,1.0,1.0,-0.268836657601,1.0,1.0,0.270922315775,3.15894694898,1.0,1.0,0.925110384132,0.812914036858,0.843533812958,3.38431384042,13.9921571948,0.0549019612372,0.003921572119,0.322274733897,0.109803922474,0.109803922474,0.0676862768084,0.0605721090682,0.0588235296309,0.0509803928435,0.0470588244498,0.0112518275576,0.0096923412931,0.0637254938483,182.941704038,32.7278587279,0.0,182.783549784,33.0086580087,0.0,188.0,23.0,0.0,1.44174430731
12,185,negative,185.0,1.0,376.15377176,589.160541586,0.0,185.0,185.0,0.312027015281,1.0,0.744685217299,2.2524539579,0.207168998499,1.0,0.448751900624,0.683109530472,0.908706247314,0.378010832712,22.6745104529,95.5529440306,0.0470588244498,0.0431372560561,7.6932154698,0.274509817362,0.286274522543,0.110070439092,0.104088174325,0.0823529437184,0.0196078438312,0.0196078438312,0.0629713767983,0.0670807389101,0.150980398059,370.298818023,590.112574908,0.0,377.787581699,588.350762527,356.0,585.0,0.0,1.06020036145,185.0,185.0,185.0,1.0,1.0,-0.243102913196,1.0,1.0,0.745912729818,1.09289833748,1.0,1.0,0.902888023135,0.942897049047,0.936031218177,5.58823549002,18.8705887273,0.0862745121121,0.013725489378,0.656502331457,0.274509817362,0.274509817362,0.133053225953,0.110354320043,0.10000000149,0.074509806931,0.074509806931,0.0525603985021,0.0331844517948,0.121568627656,363.5180798,595.073566076,0.0,363.292397661,595.69005848,0.0,359.0,590.0,0.0,1.06020036145
20,74,negative,74.0,1.0,318.833183048,233.561767358,0.0,74.0,74.0,0.608342728094,1.0,0.966481833985,0.873560335349,0.877299996552,1.0,0.433323372905,0.875428169063,0.943590369531,0.417117138064,8.66274536122,47.3843151294,0.0274509806186,0.0156862735748,1.94174826841,0.215686276555,0.215686276555,0.0503647986117,0.0493586615931,0.0392156876624,0.0117647061124,0.0117647061124,0.0392188353825,0.0271832255896,0.0666666701436,318.849126859,231.985516847,0.0,318.780208333,233.926041667,305.0,222.0,0.0,1.76195270037,74.0,74.0,74.0,1.0,1.0,-0.368234196612,1.0,1.0,0.185892999297,3.91708048794,1.0,0.864303692608,0.853321651191,0.555421175573,0.583535336544,4.23529421911,18.6980398223,0.074509806931,0.0117647051811,0.664372566051,0.1254902035,0.141176477075,0.0882352962314,0.0869676270804,0.0823529437184,0.0588235296309,0.0588235296309,0.0175742868081,0.0197645970873,0.101960785687,319.947986545,231.220637605,0.0,319.28372093,231.23255814,0.0,325.0,231.0,0.0,1.76195270037
